Financial Wellness Survey Export -- Platform v2 -- Generated 2022
respondent_id,year,age,province,income,savings_pct,benefit_retirement,benefit_health,benefit_wages,benefit_timeoff,benefit_worklife,twoweek_pay_delay_impact,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2022-0990,2022,30-40,Manitoba,30000,21.5,No,No,No,No,Yes,Somewhat difficult,no,Difficult,Stressed
2022-0991,2022,40-50,Quebec,253K,0.0,Yes,No,No,No,No,Neither,No,Difficult,Stressed
2022-0992,2022,40-50,Quebec,173K,0.0,No,Yes,N,No,No,Somewhat difficult,Y,Very manageable,Coping
2022-0993,2022,30-40,British Columbia,146500,NA,No,No,No,No,Y,NA,N,Neither,Coping
2022-0994,2022,50-65,ontario ,"$75,800",21.5,N,Yes,No,No,No,Very manageable,Yes,Neither,Comfortable
2022-0995,2022,18-30,Quebec,"$75,500",17.5,No,No,no,N,Yes,Manageable,No,Manageable,Comfortable
2022-0996,2022,50-65,Ontario,"73,200",15.2,NA,NA,NA,NA,NA,Neither,Yes,Neither,Coping
2022-0997,2022,30-40,Ontario,30000,16.1,yes,No,No,N,no,Neither,No,Very manageable,Comfortable
2022-0998,2022,30-40,Alberta,"51,600",2.5,No,No,No,yes,No,Very manageable,Yes,Very difficult,Stressed
2022-0999,2022,18-30,Alberta,136800,7.7,No,No,Yes,no,No,Somewhat manageable,No,Manageable,Coping
2022-1000,2022,18-30,Ontario,"$115,500",16.6,NA,NA,NA,NA,NA,Neither,No,Neither,Comfortable
2022-0539,2022,30-40,BC,"100,100",5.9,No,No,Yes,N,No,Very difficult,No,Difficult,Stressed
2022-0368,2022,18-30,Alberta,41700,11.7,No,No,N,No,Yes,Neither,No,Difficult,Coping
2022-0933,2022,30-40,British Columbia,"$145,200",15.0,N,N,No,no,Yes,Difficult,No,Difficult,Coping
2022-0145,2022,30-40,Ontario,"68,500",21.8,No,No,No,No,yes,Manageable,no,NA,Comfortable
2022-0453,2022,40-50,New Brunswick,"$94,200",7.8,No,No,No,No,yes,Somewhat manageable,N,Difficult,Coping
2022-0114,2022,18-30,Alberta,"$70,400",0.9,No,No,No,N,Y,Difficult,No,Neither,Stressed
2022-0025,2022,40-50,Ontario,92500,15.1,No,No,No,No,Yes,Neither,No,Manageable,Coping
2022-0153,2022,50-65,Ontario,37600,14.7,yes,No,N,No,No,Somewhat difficult,no,Neither,Comfortable
2022-0371,2022,18-30,Ontario,103000,1.0,No,N,No,No,Yes,Somewhat difficult,No,Difficult,Stressed
