respondent_id,year,age,province,income,savings_pct,benefit_retirement,benefit_education,benefit_health,benefit_wages,benefit_timeoff,benefit_worklife,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2017-0966,2017,30,Ontario,110600,9.3,No,No,No,Yes,No,No,Somewhat difficult,No,Manageable,Coping
2017-0967,2017,56,ontario ,"$181,700",25.5,Yes,No,No,N,No,no,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0968,2017,24,Quebec,"$46,700",9.8,Yes,N,N,No,no,No,Difficult,No,Manageable,Stressed
2017-0969,2017,59,Ontario,"$73,900",7.5,NA,NA,NA,NA,NA,NA,Somewhat difficult,Yes,Neither,Coping
2017-0970,2017,40,British Columbia,"30,000",14.0,no,No,No,No,No,Yes,Somewhat difficult,NA,Difficult,Stressed
2017-0971,2017,26,Alberta,56700,NA,No,N,No,no,No,Yes,Difficult,no,Manageable,Stressed
2017-0972,2017,32,ontario ,63500,0.0,No,No,Yes,no,No,No,Neither,No,Neither,Stressed
2017-0973,2017,30,Alberta,"$50,500",7.7,No,Yes,No,No,N,No,Somewhat manageable,Yes,Somewhat difficult,Stressed
2017-0974,2017,25,British Columbia,NA,24.0,No,No,N,Yes,No,No,Very manageable,No,Difficult,Comfortable
2017-0975,2017,41,Alberta,98K,19.8,no,No,No,Yes,No,No,Somewhat manageable,Yes,Difficult,Coping
2017-0976,2017,25,Ontario,72200,12.0,Yes,No,No,No,No,N,Somewhat difficult,N,Difficult,Coping
2017-0977,2017,18,AB,"$42,500",19.0,No,N,No,no,No,Yes,NA,N,Neither,Coping
2017-0978,2017,35,Ontario,"44,500",15.1,NA,NA,NA,NA,NA,NA,Somewhat difficult,N,Somewhat manageable,Coping
2017-0979,2017,18,Ontario,"$72,000",6.1,N,No,No,Yes,No,No,Very manageable,no,Somewhat difficult,Coping
2017-0980,2017,31,Ontario,72K,0.9,No,N,Yes,No,No,No,Manageable,Y,Very difficult,Stressed
2017-0981,2017,29,British Columbia,"95,200",29.9,No,No,Yes,No,No,N,Manageable,No,Neither,Comfortable
2017-0982,2017,30,Ontario,93700,30.0,Yes,N,No,No,No,No,Manageable,No,Somewhat manageable,Comfortable
2017-0983,2017,64,Ontario,"$78,300",15.9,Yes,No,N,No,No,No,Somewhat manageable,No,Very manageable,Coping
2017-0984,2017,41,Ontario,"$43,500",23.0,No,No,No,Yes,N,N,Neither,N,Neither,Coping
2017-0985,2017,43,Ontario,66800,13.3,No,No,No,Yes,No,No,Manageable,No,Very difficult,Stressed
2017-0986,2017,19,British Columbia,30000,26.8,No,N,No,No,Yes,No,Somewhat manageable,No,Manageable,Comfortable
2017-0987,2017,32,Saskatchewan,"$95,700",8.5,No,No,No,No,No,Yes,Neither,No,Manageable,Coping
2017-0988,2017,43,Alberta,100K,16.7,N,Yes,No,no,No,N,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0990,2017,51,Ontario,113400,19.3,yes,No,No,No,No,No,Manageable,N,Very manageable,Comfortable
2017-0991,2017,26,British Columbia,"70,300",10.0,No,Yes,No,No,No,no,Manageable,No,Somewhat manageable,Coping
2017-0992,2017,37,Ontario,116500,23.8,N,No,No,no,Yes,No,Neither,No,Very manageable,Comfortable
2017-0993,2017,33,Alberta,"88,600",10.3,No,N,No,No,N,Y,Manageable,No,Difficult,Comfortable
2017-0994,2017,42,Ontario,90K,11.5,No,No,No,No,No,Yes,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0995,2017,32,Ontario,"$117,400",15.3,No,N,N,No,Yes,No,Somewhat manageable,No,Very manageable,Comfortable
2017-0996,2017,37,Alberta,"84,000",16.2,No,No,Yes,No,No,No,Very difficult,Yes,NA,Coping
2017-0997,2017,37,Alberta,"$71,400",10.9,No,Y,no,No,No,No,Neither,No,Neither,Coping
2017-0998,2017,31,ontario ,"$46,400",6.7,N,No,Yes,no,No,No,Very difficult,no,Somewhat manageable,Stressed
2017-0999,2017,46,British Columbia,"$115,100",NA,No,No,yes,N,No,No,Manageable,No,Neither,Comfortable
2017-1000,2017,43,Quebec,126600,7.2,no,No,No,No,No,Y,Neither,Yes,Neither,Stressed
2017-0658,2017,42,Ontario,"46,300",7.7,No,No,No,No,No,Yes,Difficult,No,Somewhat manageable,Stressed
2017-0442,2017,40,Ontario,"84,300",6.6,No,No,Yes,No,No,No,Very difficult,No,Difficult,Stressed
2017-0326,2017,35,Manitoba,NA,6.4,No,No,Y,No,No,No,Somewhat manageable,Yes,Neither,Coping
2017-0144,2017,58,Ontario,"$116,600",11.4,Yes,No,No,no,N,no,Manageable,No,Very manageable,Coping
2017-0640,2017,46,New Brunswick,103300,NA,No,N,No,Yes,No,No,Manageable,No,Somewhat manageable,Comfortable
2017-0112,2017,33,Alberta,61200,12.3,Y,No,No,No,No,No,Somewhat difficult,No,Neither,Stressed
2017-0026,2017,62,Alberta,"$148,800",0.2,No,no,No,no,Yes,no,Difficult,No,Very difficult,Stressed
2017-0152,2017,44,New Brunswick,131K,25.9,Yes,No,No,N,no,N,Very manageable,No,Manageable,Comfortable
2017-0369,2017,62,Ontario,"122,100",15.5,no,No,No,No,Yes,No,Somewhat manageable,Yes,Somewhat manageable,Coping
